tweet_id,source_row,annotation_category,tweet_text_raw,text_clean,word_count,count,hate_speech,offensive_language,neither,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
T0664,10997,Offensive language,I love how people use twitter to just bitch an complain #fuckyou,i love how people use twitter to just bitch an complain fuckyou,12,3,0,3,0,0.8690098,0.091503136,0.039487034,-0.8295227,Negative
T0665,10999,Neither,I love jigg jigg😂,i love jigg jigg,4,3,0,0,3,0.0045566475,0.019017676,0.9764257,0.97186905,Positive
T0666,11009,Offensive language,I love this ho @nerissaloren http://t.co/I5obSnjj,i love this ho,4,3,0,3,0,0.0038818002,0.010677955,0.9854402,0.9815584,Positive
T0667,11010,Offensive language,I love to eat pussy! #love #investment,i love to eat pussy love investment,7,3,0,3,0,0.008027258,0.021362364,0.9706104,0.9625831,Positive
T0668,11029,Offensive language,"I mean if a bitch whilin out, she gone get knocked tf out",i mean if a bitch whilin out she gone get knocked tf out,13,3,0,3,0,0.7438906,0.23091766,0.025191756,-0.7186988,Negative
T0669,11040,Offensive language,"I miss her but I can't bitch I was the one who fucked up, whatever",i miss her but i can t bitch i was the one who fucked up whatever,16,3,0,3,0,0.9149226,0.07772712,0.007350277,-0.9075723,Negative
T0670,11084,Neither,I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie,i nicknamed lux coach k because without him we would of never heard of duke lol charlie,17,3,0,0,3,0.2313,0.5971212,0.17157882,-0.05972117,Neutral
T0671,11090,Offensive language,I only wanna see bad bitches on snap chat,i only wanna see bad bitches on snap chat,9,3,0,3,0,0.8254362,0.15845829,0.016105527,-0.80933064,Negative
T0672,11107,Offensive language,I realized Tacal is a bitch,i realized tacal is a bitch,6,3,0,3,0,0.87579995,0.11120552,0.012994588,-0.86280537,Negative
T0673,11110,Offensive language,I really can't stand while people slander shit 90% trash,i really can t stand while people slander shit trash,10,3,0,3,0,0.94742566,0.046187215,0.00638712,-0.94103855,Negative
T0674,11137,Offensive language,"I remember when it was ""watch out for her, she has cooties!"" Now, it's ""stay away from that hoe, she has herpes.""",i remember when it was watch out for her she has cooties now it s stay away from that hoe she has herpes,23,6,0,6,0,0.8393203,0.13572884,0.024950812,-0.8143695,Negative
T0675,11165,Offensive language,"I should probs shave my spic stash soon, its kinda getting out of hand",i should probs shave my spic stash soon its kinda getting out of hand,14,3,0,3,0,0.6909497,0.29113194,0.017918298,-0.6730314,Negative
T0676,11179,Offensive language,I spent my whole 4th lookin for my hoes.. Missed the fireworks and all before I realized I didn't have any hoes.. #AllBad,i spent my whole th lookin for my hoes missed the fireworks and all before i realized i didn t have any hoes allbad,24,3,0,3,0,0.8099942,0.1591946,0.030811142,-0.7791831,Negative
T0677,11197,Offensive language,I swear I worry about me and nothing's but me. I keep no other bitch on my radar.... I'm not gay.... 🆗,i swear i worry about me and nothing s but me i keep no other bitch on my radar i m not gay,23,3,1,2,0,0.3965798,0.48049766,0.1229225,-0.2736573,Neutral
T0678,11268,Neither,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman",i told her too i said bri don t get in tweef with anyone because you re trash at it and then she goes and tweefs with like freshman,29,3,0,1,2,0.7914743,0.19688177,0.011643952,-0.77983034,Negative
T0679,11320,Offensive language,I want to paint but faggot won't paint with me...,i want to paint but faggot won t paint with me,11,3,0,3,0,0.86355495,0.12573281,0.010712236,-0.8528427,Negative
T0680,11327,Offensive language,I was at a red light on decatur & lake mead & some bitch that knew me was too happy to see me😂like bitch was finna get in my passenger seat,i was at a red light on decatur lake mead some bitch that knew me was too happy to see me like bitch was finna get in my passenger seat,30,3,0,3,0,0.2055563,0.3711162,0.4233275,0.2177712,Positive
T0681,11342,Offensive language,"I was kidding guys I don't have hoes, don't let @Lov3Tadaisha lie to y'all.",i was kidding guys i don t have hoes don t let lie to y all,16,3,0,3,0,0.41675332,0.5104854,0.0727612,-0.3439921,Neutral
T0682,11371,Offensive language,I wish I had a reason to buy a suit for a wedding but clearly bitches dont know what those are.,i wish i had a reason to buy a suit for a wedding but clearly bitches dont know what those are,21,3,0,3,0,0.6935548,0.2647372,0.041707966,-0.6518468,Negative
T0683,11378,Offensive language,I wish a bitch COULD,i wish a bitch could,5,3,0,3,0,0.7264162,0.21693927,0.05664454,-0.6697716,Negative
T0684,11388,Offensive language,I wish people could just be straight up with me. Don't be a fake bitch to me because I'm not a fake bitch to you. Or anyone actually.,i wish people could just be straight up with me don t be a fake bitch to me because i m not a fake bitch to you or anyone actually,30,3,0,3,0,0.7319002,0.22175948,0.046340313,-0.6855599,Negative
T0685,11411,Offensive language,"I would call you a bitch, but that's frowned upon.",i would call you a bitch but that s frowned upon,11,3,0,3,0,0.8820869,0.1106741,0.0072390838,-0.87484777,Negative
T0686,11419,Offensive language,I would love to not be hit with the jig for once in my fucking life,i would love to not be hit with the jig for once in my fucking life,16,3,0,3,0,0.8649251,0.091067106,0.04400787,-0.8209172,Negative
T0687,11436,Offensive language,I'd have to go off on a bitch,i d have to go off on a bitch,9,3,0,3,0,0.84302324,0.13068101,0.026295781,-0.81672746,Negative
T0688,11446,Offensive language,I'll NEVER let a broke bitch influence me 😴,i ll never let a broke bitch influence me,9,3,0,3,0,0.8063785,0.16186978,0.031751715,-0.7746268,Negative
T0689,11503,Neither,"I'm a redneck, but without the homophobia and racism",i m a redneck but without the homophobia and racism,10,3,1,0,2,0.5391014,0.40799618,0.052902468,-0.48619896,Negative
T0690,11519,Neither,"I'm an 18 year old gay driving through the back roads of redneck Virginia blasting Cheetah Girls. If that doesn't scream sitcom, what does?",i m an year old gay driving through the back roads of redneck virginia blasting cheetah girls if that doesn t scream sitcom what does,25,3,0,1,2,0.40291148,0.47949874,0.117589705,-0.28532177,Neutral
T0691,11527,Offensive language,I'm bout to be.back on my old shit I miss my hoes texting me saying they wanna come see me,i m bout to be back on my old shit i miss my hoes texting me saying they wanna come see me,22,3,0,3,0,0.16342866,0.5030151,0.33355618,0.17012751,Neutral
T0692,11562,Offensive language,I'm getting tired of you telling what the fuck I'm doing every time I'm doing something lol. -peckerwood guy,i m getting tired of you telling what the fuck i m doing every time i m doing something lol peckerwood guy,22,3,0,3,0,0.8875483,0.100940734,0.011510965,-0.87603736,Negative
T0693,11580,Offensive language,I'm happy I ain't that bitch I use to be,i m happy i ain t that bitch i use to be,12,3,0,3,0,0.2926215,0.25359362,0.45378485,0.16116336,Positive
T0694,11618,Offensive language,I'm not BROKE 👐🙅👎💤 bitch I'm BLESSED 🙌🙏🙏👍👍👌✌️💯,i m not broke bitch i m blessed,8,3,0,3,0,0.017786149,0.039976917,0.9422369,0.92445076,Positive
T0695,11631,Neither,I'm not really a phone kinda guy.. I actually hate talking on the phone & texting kinda trash to me also.,i m not really a phone kinda guy i actually hate talking on the phone texting kinda trash to me also,21,3,0,0,3,0.87508047,0.113503665,0.011415857,-0.8636646,Negative
T0696,11638,Offensive language,"I'm off work, where the naked hoes and alcohol?",i m off work where the naked hoes and alcohol,10,3,0,3,0,0.23367842,0.6558934,0.110428266,-0.12325015,Neutral
T0697,11656,Offensive language,I'm ready to bounce out dis bitch -.-,i m ready to bounce out dis bitch,8,3,0,3,0,0.8373827,0.13048293,0.032134462,-0.8052482,Negative
T0698,11666,Offensive language,I'm serious bruh! She's too pretty I would eat both her pussy & butt 😭,i m serious bruh she s too pretty i would eat both her pussy butt,15,3,0,3,0,0.028559307,0.03559374,0.9358469,0.9072876,Positive
T0699,11673,Offensive language,I'm sick of you hoes for real I got somebody that looks up to me so I ain't bout no pussy shit.,i m sick of you hoes for real i got somebody that looks up to me so i ain t bout no pussy shit,24,4,1,3,0,0.7637092,0.16501974,0.07127108,-0.6924381,Negative
T0700,11676,Offensive language,I'm so excited to hang out with my bitches @CheralynVB @LaurieMcKinley,i m so excited to hang out with my bitches,10,3,0,3,0,0.002143408,0.0076004034,0.99025625,0.98811287,Positive
T0701,11677,Offensive language,I'm so faded my nigga I'm about to disappear in this bitch,i m so faded my nigga i m about to disappear in this bitch,14,3,0,3,0,0.81897944,0.14216058,0.038860064,-0.78011936,Negative
T0702,11687,Offensive language,I'm sorry but why should I care about what bitch my nigga was fucking w before me,i m sorry but why should i care about what bitch my nigga was fucking w before me,18,3,0,3,0,0.88593644,0.108127214,0.005936335,-0.8800001,Negative
T0703,11688,Offensive language,I'm sorry.. I'm sorry.. I can't fuc wit u no mo hoe.. and I'm sorry 😂,i m sorry i m sorry i can t fuc wit u no mo hoe and i m sorry,19,3,0,3,0,0.92143816,0.06981407,0.008747753,-0.9126904,Negative
T0704,11700,Offensive language,I'm talkin bout superb punching. The ref wAs on some hoe shit against Carlton Haywood. Dude took a full minute of unanswered @Royceda59,i m talkin bout superb punching the ref was on some hoe shit against carlton haywood dude took a full minute of unanswered,23,3,0,3,0,0.6368041,0.27966973,0.0835261,-0.553278,Negative
T0705,11734,Neither,I've never had a Twinkie.,i ve never had a twinkie,6,3,0,0,3,0.28035647,0.586334,0.13330959,-0.14704688,Neutral
T0706,11744,Neither,ISIS Jihadis Discuss ‘Buying And Selling’ Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet,isis jihadis discuss buying and selling yezidi girls as slaves tcot pjnet,12,3,0,1,2,0.48196834,0.51017904,0.007852617,-0.47411573,Neutral
T0707,11768,Offensive language,Idk how bitches trust other bitches sooo easily. I still have the same friends.,idk how bitches trust other bitches sooo easily i still have the same friends,14,3,0,3,0,0.5691844,0.40046215,0.030353388,-0.53883106,Negative
T0708,11772,Offensive language,"Idk who tf Roro & Sophie are, but I'm glad they got bitches twerkin for the vine in they whips",idk who tf roro sophie are but i m glad they got bitches twerkin for the vine in they whips,20,3,0,3,0,0.5666514,0.3475594,0.085789196,-0.4808622,Negative
T0709,11781,Offensive language,If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry,if dj khaled eats nicki minaj s pussy he finna taste everyone in the rap industry,16,3,0,2,1,0.28447625,0.6179062,0.097617574,-0.18685868,Neutral
T0710,11789,Neither,"If I ever committ a crime, you can cite LVL as being the sole influence.",if i ever committ a crime you can cite lvl as being the sole influence,15,3,0,1,2,0.6403291,0.34179842,0.017872414,-0.6224567,Negative
T0711,11799,Offensive language,If I smoke with ya bitch its over,if i smoke with ya bitch its over,8,3,0,3,0,0.75981534,0.21479028,0.02539446,-0.7344209,Negative
T0712,11802,Neither,If I were a kid today...Michelle Obama's lunch would wind up in the trash can,if i were a kid today michelle obama s lunch would wind up in the trash can,17,3,0,0,3,0.7685942,0.20345968,0.027946126,-0.7406481,Negative
T0713,11806,Offensive language,If I'm sharing my nigga with every other bitch why tf do I want him. He ain't no longer special. The heck.,if i m sharing my nigga with every other bitch why tf do i want him he ain t no longer special the heck,24,3,0,3,0,0.8482694,0.14157617,0.01015446,-0.8381149,Negative
T0714,11808,Offensive language,If Kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.,if kubiak was a player they d pump him with painkillers and tell him to stop being a pussy,19,3,0,3,0,0.9113652,0.079795144,0.008839676,-0.90252554,Negative
T0715,11812,Offensive language,If a bitch choosin let her choose lmao that is all !,if a bitch choosin let her choose lmao that is all,11,3,0,3,0,0.591354,0.3777077,0.030938286,-0.56041574,Negative
T0716,11827,Offensive language,If anxiety was a person I'd kill that bitch so fuckin fast.,if anxiety was a person i d kill that bitch so fuckin fast,13,3,0,3,0,0.9433816,0.045475364,0.011142938,-0.9322387,Negative
T0717,11861,Offensive language,If she dont appreciate that and say yes. The bitch aint real.,if she dont appreciate that and say yes the bitch aint real,12,3,0,3,0,0.8335842,0.15147302,0.014942775,-0.8186414,Negative
T0718,11883,Offensive language,If this bitch don't turn Crash in 😡👊🔫,if this bitch don t turn crash in,8,3,0,3,0,0.8898806,0.090526626,0.01959281,-0.8702878,Negative
T0719,11888,Offensive language,If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol,if u a bitch an i hadddd u i wouldnt give a fuck if chris brown bagged u bitch i had u already lol,24,3,0,3,0,0.90200233,0.08909794,0.00889965,-0.8931027,Negative
T0720,11890,Offensive language,If u bad niggas a really play nice to get to the pussy then... that ass gone 😂,if u bad niggas a really play nice to get to the pussy then that ass gone,17,3,1,2,0,0.75577617,0.22157912,0.022644743,-0.7331314,Negative
T0721,11924,Offensive language,If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?,if you don t fuck with your either a slackin b a turd burgular c a pussy face or d all of the above whichisit,25,3,0,3,0,0.8762623,0.11259553,0.0111421505,-0.8651202,Negative
T0722,11943,Offensive language,"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.💯",if you hang with hoes you re a hoe by association if you try and debate this you re a hoe if you get offended by this you re a hoe,31,3,0,3,0,0.9117786,0.081316814,0.0069045746,-0.904874,Negative
T0723,11953,Neither,"If you must call me a cracker, please call me a Cheez-It, not a saltine.",if you must call me a cracker please call me a cheez it not a saltine,16,3,0,0,3,0.5326417,0.4155821,0.051776294,-0.48086542,Negative
T0724,11962,Hate speech,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",if you say any of the following words the convo is over nigger nigga swag yolo fag retard,18,3,2,1,0,0.8797603,0.10951422,0.010725429,-0.8690349,Negative
T0725,11972,Neither,"If you think that the term #redskins being offensive is a political issue, you are ignorant.",if you think that the term redskins being offensive is a political issue you are ignorant,16,3,0,0,3,0.8993698,0.09501695,0.0056132507,-0.8937565,Negative
T0726,11976,Offensive language,If you was a bitch nigga in 2013 you still Gona be a bitch nigga in 2014 💯💯,if you was a bitch nigga in you still gona be a bitch nigga in,15,6,1,5,0,0.86893004,0.121183544,0.009886417,-0.8590436,Negative
T0727,12005,Offensive language,Ill fire that nina like its her first day on the job an the bitch over slept,ill fire that nina like its her first day on the job an the bitch over slept,17,3,0,3,0,0.87021065,0.112292476,0.017496876,-0.85271376,Negative
T0728,12007,Offensive language,Illist bitch alive,illist bitch alive,3,3,0,3,0,0.75374943,0.17748307,0.06876743,-0.684982,Negative
T0729,12031,Neither,Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH,im in mickey ds and he gone ask for a double cheese burger wit no cheese foh,17,3,0,0,3,0.5930375,0.34060797,0.06635459,-0.5266829,Negative
T0730,12038,Offensive language,"Im married to a retard, must be why we're so good together. Nigga hunching me in his sleep.",im married to a retard must be why we re so good together nigga hunching me in his sleep,19,3,1,2,0,0.8153352,0.14061846,0.04404641,-0.7712888,Negative
T0731,12051,Hate speech,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.,im soooooo tired of this dick dyke showing up on my fb feed real studs dont fucc niggas just be bisexual,21,3,2,1,0,0.9478285,0.046547953,0.0056236293,-0.94220483,Negative
T0732,12064,Offensive language,Im tired of these bitches actin like they loyal lol,im tired of these bitches actin like they loyal lol,10,6,0,6,0,0.8211362,0.1603636,0.018500226,-0.80263597,Negative
T0733,12086,Offensive language,Imma knock the pussy out like fight night,imma knock the pussy out like fight night,8,3,1,2,0,0.57516336,0.30869618,0.116140425,-0.45902294,Negative
T0734,12090,Offensive language,"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/nMua12yr2W http://t.co/qi1YqNmemw",in hopes of recruiting more women isis opens jihadi finishing school,11,3,0,2,1,0.14917624,0.8281015,0.022722289,-0.12645395,Neutral
T0735,12109,Offensive language,"In this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. I have to… http://t.co/LVODRmiwIh",in this update you will find lots of hardcore cock sucking ass pounding and pussy pulsing thrills i have to,20,3,0,3,0,0.11006605,0.42593226,0.46400172,0.35393566,Positive
T0736,12139,Offensive language,Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho 😩👊😊🔫🙏👏😒✌️,ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho,20,3,0,3,0,0.93561375,0.055555373,0.008830867,-0.9267829,Negative
T0737,12150,Neither,Is Hillary the ‘dodo bird’ candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,is hillary the dodo bird candidate via,7,3,0,1,2,0.06369679,0.906068,0.030235237,-0.03346155,Neutral
T0738,12152,Offensive language,Is Wayne Brady gonna have to choke a bitch?,is wayne brady gonna have to choke a bitch,9,3,0,3,0,0.811065,0.17517035,0.013764573,-0.79730046,Negative
T0739,12189,Offensive language,"It already Soaked, Sinked, & Melted so dropped that's shit bitch IDGAF linc up or get caught 💯",it already soaked sinked melted so dropped that s shit bitch idgaf linc up or get caught,17,3,0,2,1,0.9322312,0.060527936,0.0072408207,-0.92499036,Negative
T0740,12197,Hate speech,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",it happens again black pack beats whitey this should make national news,12,3,2,0,1,0.07374993,0.40740728,0.5188428,0.4450929,Positive
T0741,12198,Offensive language,It is fucking retarded how I can't say a single thing in this house without some blowback.,it is fucking retarded how i can t say a single thing in this house without some blowback,18,3,0,3,0,0.9420028,0.052074663,0.0059225787,-0.9360802,Negative
T0742,12203,Offensive language,It opened up with some clouds parting and with SILK----->Can we get a room on the southside of the ghetto!,it opened up with some clouds parting and with silk can we get a room on the southside of the ghetto,21,3,0,2,1,0.7098083,0.2679378,0.022253897,-0.6875544,Negative
T0743,12209,Offensive language,It seem like Cory talked to 75% of all indianapolis hoes 😂😂😂 nbs,it seem like cory talked to of all indianapolis hoes nbs,11,6,0,5,1,0.4282295,0.5159359,0.05583466,-0.37239486,Neutral
T0744,12345,Offensive language,Jax a hoe!,jax a hoe,3,3,0,3,0,0.7288259,0.2201462,0.05102785,-0.6777981,Negative
T0745,12364,Neither,Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews,jihadi john beheader of journalist foley and sotloff was arab charity collector via,13,3,1,0,2,0.08962432,0.8936208,0.016754784,-0.07286954,Neutral
T0746,12389,Offensive language,Joes parties got hoes but it's always hot as hell,joes parties got hoes but it s always hot as hell,11,3,0,3,0,0.5636436,0.37545258,0.060903933,-0.50273967,Negative
T0747,12392,Neither,John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI,john mccain trashes jay carny live on cnn syria isis obama,11,3,0,0,3,0.48150977,0.50823075,0.010259491,-0.4712503,Neutral
T0748,12421,Neither,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?,just as trash as the others fixed none of my issues rt naw rt anyone download ios yet,18,3,0,0,3,0.89786655,0.090259135,0.011874318,-0.8859922,Negative
T0749,12455,Offensive language,"Just passed my ex's neighborhood and came across the thought that, in the end, I was the side bitch.",just passed my ex s neighborhood and came across the thought that in the end i was the side bitch,20,6,0,6,0,0.6933033,0.29578018,0.010916536,-0.68238676,Negative
T0750,12461,Offensive language,"Just said cunt in front of this old lady, I kinda froze, then she yelled ""YEAH YOU TELL THAT CUNT!"" Is it too late in life to get adopted?",just said cunt in front of this old lady i kinda froze then she yelled yeah you tell that cunt is it too late in life to get adopted,29,3,0,3,0,0.8497978,0.13270976,0.017492408,-0.8323054,Negative
T0751,12475,Offensive language,Just stop being a hoe God dammit bitch it ain't that hard,just stop being a hoe god dammit bitch it ain t that hard,13,3,0,3,0,0.89648813,0.09138143,0.012130409,-0.88435775,Negative
T0752,12506,Offensive language,Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?,karma is a bitch and usually comes around and goes around right or do some people just always catch the lucky breaks,22,3,0,3,0,0.774755,0.21499814,0.010246832,-0.7645082,Negative
T0753,12530,Offensive language,Kenny lee gotta be da only light skin nicca dat eat Chitlins 😂😂,kenny lee gotta be da only light skin nicca dat eat chitlins,12,3,0,3,0,0.29286593,0.5809111,0.126223,-0.16664293,Neutral
T0754,12536,Hate speech,Kick dem fucc niccas out da spot,kick dem fucc niccas out da spot,7,3,2,1,0,0.80428964,0.16507596,0.03063446,-0.7736552,Negative
T0755,12548,Neither,Killing it at home! 🏀 #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx,killing it at home nba pacers indiana paulgeorge hoosiers basketball hashtag winning,12,3,0,0,3,0.0033970766,0.123566344,0.8730366,0.8696396,Positive
T0756,12565,Hate speech,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary,know why the ultimate warrior died god loves fag toosoon he was an anti gay crusader so a little light jokes are necessary,23,3,2,1,0,0.7732932,0.18655491,0.04015193,-0.73314124,Negative
T0757,12589,Offensive language,LMAOO beans RT @ShamarGotHoes: this bitch is so stupid smh http://t.co/otonir2yEX,lmaoo beans rt this bitch is so stupid smh,9,3,0,3,0,0.9364623,0.055108782,0.00842898,-0.9280333,Negative
T0758,12594,Offensive language,"LMFAO, stupid bitch tells me at the door they already started, and to come back.😂😂 UMMMM NAH",lmfao stupid bitch tells me at the door they already started and to come back ummmm nah,17,3,0,3,0,0.9333649,0.058792707,0.0078423275,-0.9255226,Negative
T0759,12602,Neither,"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers",lol at the benghazi hearings that proved nothing other than republicans only care about taking down pbo foxnews teabaggers,19,3,0,1,2,0.875524,0.112795964,0.011680044,-0.8638439,Negative
T0760,12617,Neither,Lakers are a purple and yellow garbage can,lakers are a purple and yellow garbage can,8,3,0,0,3,0.9160537,0.07552364,0.008422639,-0.9076311,Negative
T0761,12647,Offensive language,Leave the bitchen to bitches,leave the bitchen to bitches,5,3,0,3,0,0.46763194,0.48160914,0.050759003,-0.41687292,Neutral
T0762,12657,Offensive language,"Lesbians all be like ""yo-ho and scissor me timbers!""",lesbians all be like yo ho and scissor me timbers,10,3,1,2,0,0.061187208,0.685646,0.25316682,0.19197962,Neutral
T0763,12674,Neither,Let the jig commence http://t.co/pqvJiEvqZa,let the jig commence,4,3,0,0,3,0.068898425,0.662584,0.26851755,0.19961913,Neutral
T0764,12693,Offensive language,Lets go hoes!! Its sing a long time!! You know the words.... trust an believe meeeeee,lets go hoes its sing a long time you know the words trust an believe meeeeee,16,3,0,3,0,0.0076159416,0.07233777,0.9200463,0.9124304,Positive
T0765,12701,Offensive language,Life ain't shit but bitches & money,life ain t shit but bitches money,7,3,0,3,0,0.8703546,0.11630653,0.013338909,-0.85701567,Negative
T0766,12714,Offensive language,Life's a bitch & then you die,life s a bitch then you die,7,3,0,3,0,0.907365,0.085296996,0.0073379674,-0.90002704,Negative
T0767,12724,Offensive language,"Like , hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg .. Let me be the FIRST to tell you!!!",like hoes ain t gone be satisfied until some more bodies come up missing in hattiesburg let me be the first to tell you,24,3,0,3,0,0.8455791,0.14298883,0.011431997,-0.8341471,Negative
T0768,12736,Offensive language,Like bitch you're a man. That means You don't show fear or pain. You be strong when others can't.,like bitch you re a man that means you don t show fear or pain you be strong when others can t,22,6,0,6,0,0.35163495,0.45238912,0.19597597,-0.15565898,Neutral
T0769,12778,Neither,Literally in the middle of the ghetto and these people look scary,literally in the middle of the ghetto and these people look scary,12,3,0,0,3,0.91973704,0.07091315,0.009349712,-0.91038734,Negative
T0770,12799,Neither,Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds,lmao rt the in soles in reebok classics can t even handle the diabetic weight rick ross holds,18,3,0,1,2,0.35989112,0.4632148,0.17689405,-0.18299706,Neutral
T0771,12813,Neither,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",lmao the shovel video is pretty awesome she went down like a ton of bricks lol gotta love honky riff raff savages that is all,25,3,1,0,2,0.06590077,0.08123082,0.8528684,0.78696764,Positive
T0772,12855,Offensive language,Lmaoooooooo! RT @HeauxmerSimpson D'Angelo prolly nice as shit at Madden now. Lmao. Fat bitch.,lmaoooooooo rt d angelo prolly nice as shit at madden now lmao fat bitch,14,3,0,3,0,0.7685625,0.16784668,0.06359083,-0.7049717,Negative
T0773,12869,Offensive language,"Lmfao u sloth trinidad james with a relaxer lookin ass bitch""@Flowy_Bri: i hate niggers, imma start talking to white boys.""",lmfao u sloth trinidad james with a relaxer lookin ass bitch i hate niggers imma start talking to white boys,20,3,1,2,0,0.94484395,0.048727524,0.0064284713,-0.93841547,Negative
T0774,12880,Offensive language,Load this bitch up with Kool Aid,load this bitch up with kool aid,7,3,0,3,0,0.90136003,0.08347213,0.015167805,-0.8861922,Negative
T0775,12882,Neither,Log off nigger RT @PoloKingBC: #relationshipgoals http://t.co/Ge9koImYGj,log off nigger rt relationshipgoals,5,3,0,1,2,0.42414716,0.53424984,0.041602943,-0.38254422,Neutral
T0776,12891,Offensive language,Lol I never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-,lol i never understood retards who use the atm and pay a fee to get and put it in gas so the don t pay the credit price,28,6,1,4,1,0.85771096,0.13226086,0.01002824,-0.8476827,Negative
T0777,12899,Offensive language,"Lol RT @HURRICANESENSEI: @viaNAWF ""Just need to know what that pussy like so one time is fine with me""",lol rt just need to know what that pussy like so one time is fine with me,17,3,0,3,0,0.11719163,0.5809116,0.30189687,0.18470524,Neutral
T0778,12993,Offensive language,Love'em and hate 'em... «@my_shit_bit Big booty bitches.»,love em and hate em big booty bitches,8,3,0,3,0,0.5218903,0.3249551,0.15315463,-0.36873567,Negative
T0779,12994,Offensive language,"Lovin hoes but thats same bitch we put the pipe in. She suckin dick, thats the same bitch you give goodnight kiss",lovin hoes but thats same bitch we put the pipe in she suckin dick thats the same bitch you give goodnight kiss,22,3,0,3,0,0.873934,0.11037911,0.015686909,-0.85824704,Negative
T0780,12996,Offensive language,Lowkey got a Fan of my hoop skills at lbcc aha he my niggah now lol,lowkey got a fan of my hoop skills at lbcc aha he my niggah now lol,16,6,0,6,0,0.006697269,0.10644443,0.8868583,0.880161,Positive
T0781,13010,Offensive language,Macc & Cheese Maccin these bitches & Makin my Cheese😂😭😂,macc cheese maccin these bitches makin my cheese,8,3,0,3,0,0.22942969,0.6276221,0.14294817,-0.08648153,Neutral
T0782,13038,Hate speech,Man I swear today's like nation hit tony while he's driving day.... This chink almost smashed into me...,man i swear today s like nation hit tony while he s driving day this chink almost smashed into me,20,3,2,1,0,0.68592405,0.23849359,0.07558244,-0.6103416,Negative
T0783,13076,Offensive language,Mann.. Jada Pickett was a badddddd bitch #Lawd,mann jada pickett was a badddddd bitch lawd,8,3,0,3,0,0.8444148,0.12999688,0.025588391,-0.8188264,Negative
T0784,13092,Neither,"Mata'i ngeli, alu o polosi ho nifo..",mata i ngeli alu o polosi ho nifo,8,6,0,0,6,0.088450596,0.848882,0.062667444,-0.025783151,Neutral
T0785,13116,Offensive language,Me & my next bitch gone turn up on the fashion side. & we ain't wearing nun of that designer shit. That shit basic af,me my next bitch gone turn up on the fashion side we ain t wearing nun of that designer shit that shit basic af,24,3,0,3,0,0.3286755,0.46133763,0.20998694,-0.11868857,Neutral
T0786,13125,Offensive language,Me and my nigguh stay doin it,me and my nigguh stay doin it,7,3,0,3,0,0.019018598,0.3990738,0.5819075,0.5628889,Positive
T0787,13177,Hate speech,Minus all the retarded poor bots.,minus all the retarded poor bots,6,3,2,1,0,0.8995519,0.08985894,0.010589178,-0.88896275,Negative
T0788,13184,Neither,Mitt Romney hates big bird. Fascist.,mitt romney hates big bird fascist,6,3,0,0,3,0.89540684,0.09479126,0.009801952,-0.8856049,Negative
T0789,13188,Offensive language,Modern day singers talk about the same shit rappers talk about lol....hoes,modern day singers talk about the same shit rappers talk about lol hoes,13,6,0,6,0,0.72419107,0.2554486,0.02036028,-0.7038308,Negative
