tweet_id,source_row,count,hate_speech,offensive_language,neither,class,tweet_text
T0497,8499,3,0,3,0,1,"But you love me, you don't wanna be with nobody else, blah blah.. Bullshit fa the birds.."
T0498,8513,3,0,1,2,2,California has gangs because California is trash.
T0499,8524,3,0,3,0,1,Calling it am early night heartache is a bitch #broken
T0500,8525,3,0,0,3,2,"Calling out teabaggers, conservatives on their BS: http://t.co/l8Qx8RMjrG via @YouTube"
T0501,8551,3,0,3,0,1,Can these birds shut the fuck up
T0502,8613,3,0,0,3,2,Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL
T0503,8631,3,1,2,0,1,"Cay said ""well bitch I THOT you was on house arrest so you ain't walking NO WHERE!"" &#128514;&#128557;&#128514;OMG I hate her"
T0504,8643,3,0,3,0,1,Change the game on u bitches&#128526;
T0505,8648,3,0,0,3,2,Charlie Baker for Mass Gov..the most lib newspaper in most lib state supports 'R' for Gov! DoG http://t.co/DRSXOzTRUI via @BostonGlobe
T0506,8675,3,0,3,0,1,Charlie not fukin around in Austin.. Every week somebody getting kicked off the team.
T0507,8683,3,0,3,0,1,Check his hoe for I check her &#128175;&#128129;&#128581;&#128079;
T0508,8697,3,3,0,0,0,"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch"""
T0509,8717,3,1,2,0,1,Citi field bitches http://t.co/gHxXmb3M
T0510,8722,3,0,3,0,1,CleanUp bitch i just got off the phone with em!
T0511,8727,3,0,3,0,1,Clown ass nigguh
T0512,8743,3,0,2,1,1,"Come on Tank, break dem hoes backs!"
T0513,8750,3,0,3,0,1,"Completely off topic, idgaf about that pretty hoe tho"
T0514,8773,3,0,3,0,1,Cousins looking for bitches I hope RT @TheOnlyReed: THE FUCK IS THIS? http://t.co/jLrApkDlYs
T0515,8777,3,0,3,0,1,Crangrape &gt; good pussy
T0516,8786,3,1,2,0,1,Cruise's recent comments make him a bigger douchebag than Charlie Sheen &amp; he didn't even have any 'Tiger Blood'
T0517,8801,3,0,3,0,1,"Currently, &#8216;Sup twat licker&#8217;"
T0518,8836,3,0,0,3,2,Dad called me a border hopper
T0519,8848,3,0,3,0,1,Damn I hate a bitch that like to argue and shit
T0520,8861,6,1,5,0,1,Damn change change niccas
T0521,8867,3,0,2,1,1,Damn rednecks outside shooting guns keep waking my kids up. No sleep for us tonight. Thanks #2A! Work at 8am is going to be so great...
T0522,8876,6,1,3,2,1,Damn who knew this whole time that I was the angry negro dude? http://t.co/sp5zRUFvkL
T0523,8877,3,1,2,0,1,Damn you a hoe
T0524,8891,3,0,3,0,1,Dat bitch mouth made da honor roll
T0525,8903,3,0,2,1,1,Dawg ass hoes
T0526,8959,3,0,3,0,1,Dick game make a faithful bitch start cheat in
T0527,8966,3,0,3,0,1,Did la mulatta just refer to herself as a darkie? @thejournalista @huny @gwarbucks @tygress
T0528,8978,3,0,3,0,1,"Difference between ""niggers"" and ""niggas"". #Tupac my OG &#128175; https://t.co/L2Fm9cFgFW"
T0529,9037,3,0,1,2,2,Don't follow the astros they said. They're trash they said. Well now look at them #astros
T0530,9046,3,0,3,0,1,Don't judge me.. i am vindictive and vengeful when it comes to bitches disrespecting me.
T0531,9055,3,0,3,0,1,"Don't love yo bitch, just fuck yo bitch when I got time to do it"
T0532,9060,3,0,3,0,1,Don't no nigga want an artificial bitch ... Let me repeat that.... Not one !!!
T0533,9088,3,0,3,0,1,Down to catch a body bitch!
T0534,9090,3,0,1,2,2,"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;"
T0535,9091,3,0,3,0,1,Drake gets the bitches
T0536,9098,3,0,3,0,1,"Dress like a hoe, I'm goin at you like a hoe just like any other nite. Forget Halloween."
T0537,9107,3,0,3,0,1,Drop dead gorgeous a bitch ain't dying for a nigga
T0538,9118,4,0,3,1,1,Dude said 1:30 bitch I took a whole nap before my 5:30 midterms
T0539,9134,3,0,3,0,1,Dumb ass student gets trapped in a giant #pussy sculpture http://t.co/5IzMLkvZZV #germany #wtf #funny #hornymen
T0540,9139,3,0,3,0,1,Dumb bitches are one thing that'll never become extinct..
T0541,9145,3,0,3,0,1,Dwight could've had me instead of that ugly young hoe&#128553;
T0542,9151,4,0,4,0,1,EJ wanna be Michael Sam bitch so bad.
T0543,9163,3,0,0,3,2,Early bird gets the worm!
T0544,9168,3,1,2,0,1,Easy Congo! RT @80sbaby4life Fuckin faggot RT @HumbltonBanks: All though I eat my lunch on the road frequently
T0545,9184,3,0,0,3,2,Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though
T0546,9208,3,0,3,0,1,Even bitches with bad attitudes bumpin to our tunes.. They high maintenance.
T0547,9220,3,0,2,1,1,Ever pop a bag of chips and that bitch bust open on the end facing the fuckin floor
T0548,9231,3,0,3,0,1,Every nigga tryna fuck the next nigga bitch but not knowing his bitch is the next nigga bitch
T0549,9247,6,0,6,0,1,Everybody fucking everybody bitch &#128588;&#128168;&#128168;&#9996;&#65039;&#128080;&#128079;&#128078;&#128581;everybody with the shit ....that's LIFE &#128165;&#128173;
T0550,9293,3,0,3,0,1,Facebook is for fags
T0551,9304,3,1,2,0,1,Falls in that pussy like quick sand &#128524;
T0552,9308,3,0,0,3,2,Fantasy squad doing so trash :/
T0553,9309,3,1,2,0,1,Fat Trel that niggah &#128076;
T0554,9357,3,0,1,2,2,Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;
T0555,9364,4,0,4,0,1,Finna favorite my last tweet so niccas will kno I been knew wassup
T0556,9380,3,0,3,0,1,Fizz a whole hoe outchea see would of been walking
T0557,9383,3,2,1,0,0,"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something"
T0558,9384,3,0,0,3,2,Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife
T0559,9387,3,0,0,3,2,Flappy bird stresses me out
T0560,9413,3,0,3,0,1,"For guys ?bros over hoes?. For girls ?chicks over dicks?. For me, it?s ?whoever has my back over the fake ass people, any day?"
T0561,9428,3,0,0,3,2,Four ho&#251;rs to back up this iPhone haha... Jokes &#128530;
T0562,9430,3,0,3,0,1,Freak hoes
T0563,9460,3,0,1,2,2,Friends don't let friends become guidos. #themoreyouknow
T0564,9498,3,2,1,0,0,Fuck ass redskin corners
T0565,9530,3,2,1,0,0,Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!
T0566,9531,6,0,6,0,1,Fuck that niggah he so weak he cant tell that you a freak
T0567,9547,6,1,5,0,1,Fuck this fuckin bitch and her stupid analysis bullshit
T0568,9616,3,0,3,0,1,"GIRL! Trying to put dem bitches on, too! RT @CeeisMee: In AutoZone trying to buy the correct wiper blades for my car http://t.co/tifQceESts"
T0569,9618,3,0,3,0,1,GOAT RT @DBlockDeuce_215 Nitty had bitches rubbin his beard and stomach at the same time in Jollies.. LEGENDARY
T0570,9623,3,0,0,3,2,"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself. http://t.co/T9U4VGWJWv"
T0571,9629,3,0,3,0,1,Gabby's a bitch and has three accounts
T0572,9632,3,0,3,0,1,"GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!"
T0573,9679,3,0,0,3,2,Getting off twitter jigg trynna stress me out more I don't need this type of heat&#128553;
T0574,9687,3,0,3,0,1,Gimme my grade bitch you know wat I'm trying to spell
T0575,9715,3,2,1,0,0,God I would sell both my nuts to watch LeBron tear his ACL right now and watch all those pussies kill themselves
T0576,9752,3,0,1,2,2,"Good day, honkies. ...I said GOOD DAY! ...honkies."
T0577,9758,3,0,3,0,1,Good morning Monday I have my truck money full tank and I didn't do any homework. Your my bitch Monday
T0578,9764,3,0,0,3,2,Good pick birds
T0579,9769,4,0,4,0,1,"Good weed, bad bitch. Got these hoes on my dick like Brad Pitt."
T0580,9770,3,0,0,3,2,"Good! She's a ghetto thug! &#8220;@grasswire: ""So FPD just arrested @SenNasheed for being in the street. #Ferguson&#8221; https://t.co/puIwlUnBIz&#8221;"
T0581,9791,3,0,0,3,2,Got chunky marmalade today of a greatful customer for my service over the past 2 yrs #PostieTweet #ServiceMatters http://t.co/pSEnGvyxrw
T0582,9799,3,0,3,0,1,"Got my shit changed doe , find the PW now bitches ! Haha"
T0583,9806,3,0,0,3,2,Got to 18 on flappy bird...
T0584,9819,3,2,0,1,0,"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt."
T0585,9825,6,1,5,0,1,Gotta watch these hoes &#128064;
T0586,9863,9,2,4,3,1,"HOT ISIS SOCIAL MEDIA PHOTO: Laughing Jihadis Get Baby To Kick Severed Head &#8211; ***warning, graphic*** http://t.co/7Zr8daxNg4 #tcot #pjnet"
T0587,9879,3,1,2,0,1,Haha I'll shoot you and that bitch I guess my gun is bi
T0588,9891,3,0,3,0,1,Hahahaa so people can't parent differently...? Twitter is fuckin trash ahahahha http://t.co/b6koSBMzBz
T0589,9925,4,1,2,1,1,Happy birthday fag @collin_geer love ya
T0590,9932,3,1,2,0,1,Happy birthday to the biggest retard out there. Youre my favorite retard though @jennahnorberg happy birthday nigs
T0591,9984,3,0,3,0,1,He called me just to say he was deleting my number.... bitch please.
T0592,10012,3,0,0,3,2,He so trash RT @yusufyuie Cary Williamsc GOT CARRIED lol
T0593,10032,3,0,3,0,1,Heard you gotta new bitch. See ya postin' up thinkin' that it's making me sick.
T0594,10041,3,0,3,0,1,"Hell yuhh they hit haha s/o ma nigga,
gmula! Cheweing one takes a chug, then sniffey"
T0595,10050,3,0,3,0,1,Her pussy clean but she dance dirty..
T0596,10070,3,0,0,3,2,"Hey if I stir a Spider, Rockstar, and Monster together and chug it, would I /definitely/ be hospitalized or just maybe? Asking for a friend"
T0597,10080,3,0,0,3,2,"Hi Charlie, eating leftover candy? @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74"
T0598,10103,3,1,2,0,1,Hit my car with another rock and I'll be all over your ass in no time bitch.
T0599,10119,3,0,3,0,1,Hoes be like my niggas can't have no hoes... but that how he meet yo ass!
T0600,10123,3,0,3,0,1,Hoes gon always be hoes or have they hoe ways at least.
T0601,10144,3,0,3,0,1,"Holy fuck. White bitch with ""4 baby daddy"" straight goes ""who uses condoms anyways"" 

Bitch maybe you should so you'd stay outta the clinic!"
T0602,10152,3,1,2,0,1,Honestly at this point I doubt I'd fuck Miley Cyrus anymore that bitch is a mess.
T0603,10167,3,0,1,2,2,Houston has so many trash drivers
T0604,10173,3,0,3,0,1,How are you gonna be a cunt to your friends
T0605,10193,3,0,0,3,2,How is Angry Birds the movie going to work? They're just floating bird heads?
T0606,10210,3,0,3,0,1,How you fucc for cash but u not a hoe ???? And how I'm going to respect u if your poccets broke ??????
T0607,10237,3,1,2,0,1,I Fucken can't stand little cunts that write a damn Essay on how the feel about something on Facebook. #gross
T0608,10265,3,0,3,0,1,I ain't stressin you hoes. Know dat &#128133;&#128129;&#128068;
T0609,10311,3,0,3,0,1,I based niggas on how they bitch look &#128514;&#128514;&#128514;
T0610,10317,3,0,3,0,1,I be like nigga you's a real mark ass bitch for that lol
T0611,10318,3,0,3,0,1,I be like... bitch please. lol http://t.co/PNVmaacWY0
T0612,10324,3,0,3,0,1,"I be seein you bitches in the whip wit your boyfriend but he be lookin like your dad so I be eye ballin, then here comes ole salty ass bf"
T0613,10347,3,0,3,0,1,"I been with the same STUD for a year....That bitch, her attitude nasty."
T0614,10359,3,1,2,0,1,I bought a 357 and went back to the neighborhood and busted that bitch!
T0615,10363,3,0,3,0,1,I called at least 20 times to make my hair appointment and these bitches don't pick -.- guess I have to stop in to make an appointment #Grrr
T0616,10401,3,0,0,3,2,I can't play flappy bird. It makes me angry.
T0617,10410,3,0,3,0,1,I can't talk to anyone but you can go answer little.phone calls from your little bitches on the low in the bathroom foh
T0618,10419,6,0,6,0,1,I can't with this disrespect ass bitches
T0619,10427,6,0,6,0,1,I copped a Uzi but I need some bullets for that bitch !
T0620,10428,3,0,3,0,1,I could NEVER bring myself to fw a bitch or nigga that wears EVERYBODY else shit like um no YOUR BROKE &amp; bummy ya fuccing boof &#128514;&#128557;&#9995;&#128553;
T0621,10430,3,0,3,0,1,I could blank all you son's of bitches out #getatme #goofy #fuckmongo #naynayismongo
T0622,10444,3,0,3,0,1,"I despise clich&#233;s... you aint original bitch, you are a copy. #deleted"
T0623,10480,6,2,4,0,1,I don't fuck with these niggas cause they shady I don't fuck with these bitches all they want is to have my baby
T0624,10509,6,0,6,0,1,I don't love you hoes.
T0625,10518,3,1,2,0,1,I don't trust no bitch ... I dog em out
T0626,10527,3,0,3,0,1,I don't want no boof hoes or no burnt girls !
T0627,10529,3,0,0,3,2,I don't want to deal with yesterday's trash! There's a reason it got thrown out in the first place
T0628,10551,3,0,3,0,1,"I dress how I feel, if I felt like a bitch id dress like one"
T0629,10553,3,0,3,0,1,I eat generic Oreos.. Baller with a budget bitch.
T0630,10564,3,0,3,0,1,I feel like a swag fag w this shirt lmao http://t.co/P2x2qbejOh
T0631,10569,3,0,3,0,1,"I feel like this hoe owe me something ..,"
T0632,10581,3,0,3,0,1,"I find it hard to believe cee-lo raping hoes, it's too easy to get them panties off when you successful"
T0633,10598,3,1,2,0,1,"I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne."
T0634,10599,3,2,1,0,0,I fucking hate you niggers bruh... http://t.co/OeTK4f94BO
T0635,10612,3,0,3,0,1,"I got 2 bitches if them bitches snitching then finger itchin. shot em the kitchen, Makem wash the dishes."
T0636,10633,3,0,3,0,1,I got bad bitches on stand by
T0637,10652,3,0,3,0,1,"I got my own legacy bitches, fuck yall legacy @ChavoDaGreat @JacobRyanBruhn"
T0638,10673,3,0,3,0,1,I gotta admit i used tell bitches everything they wanted to hear Bighead change my ways a lil bit
T0639,10677,3,0,3,0,1,I gotta bottle of liq at the crib when I get off I'm hitting dat bitch bare&#128553;... the liq dat is!!!
T0640,10680,3,0,0,3,2,I grew to hate blonde and primary colored weaves but that wouldn't stop me from requesting some good mouthwork.
T0641,10694,3,0,0,3,2,I had froyo with brownies for dinner tonight. Being an adult is making these executive decisions
T0642,10701,3,0,3,0,1,I hardly text back so these hoes love to phone me
T0643,10703,3,0,0,3,2,I hate Hashtag activism. No lie. I think 95% of it is trash.
T0644,10704,3,0,3,0,1,"I hate a "" think she know how to out head type bitch foh """
T0645,10709,3,1,2,0,1,"I hate a extra ass bitch or an extra ass nigga . you're doing too much , just stop . It's unnecessary ."
T0646,10739,3,0,3,0,1,I hate pulling into stores. Niggas be staring like they never seen a bitch drive a car with rims and a system. .
T0647,10746,3,0,3,0,1,I hate texting boring bitches
T0648,10747,3,0,0,3,2,I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy
T0649,10768,3,0,3,0,1,"I hate when bitches ""been thinking"" smh"
T0650,10783,3,1,2,0,1,"I hate when girls say ""forever alone"" like shut up your ""forever a hoe"" not forever alone so shut up before I get your dick breath on me"
T0651,10785,3,0,3,0,1,"I hate when hoes tweet about ""hoes""...? Okay, that aint hypocritical"
T0652,10787,3,0,3,0,1,I hate when my best friend gets a new bitch and barely chills with me
T0653,10828,3,0,3,0,1,"I heard rumors of a vile, hideous, traitorous bitch named Pelosi parading around w/ illegal aliens while Vets get the shaft. #bloodboiling"
T0654,10867,3,0,0,3,2,I just need the Yankees to win the pennant!
T0655,10868,3,0,3,0,1,I just need to know what that pussy like so one time is fine with me - drizzy lol
T0656,10900,3,0,3,0,1,I know I talk a lot of shit but bitch best believe I can back that shit up.
T0657,10901,3,0,1,2,2,"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top."
T0658,10931,6,0,6,0,1,I let hoes make it too much
T0659,10936,3,0,3,0,1,I like a hoe that like a hoe just for my amusement
T0660,10957,3,0,0,3,2,I like the Yankees toinight -107 http://t.co/J4rhaMBu
T0661,10966,3,0,3,0,1,I look better on your bitch than her outfit on my floor @justinmiculka01 #myboy
T0662,10985,3,0,3,0,1,I love bad bitches thats my fuckin problem forreal real shit i cant even help it
T0663,10992,3,1,2,0,1,I love going to @Walmart and looking at #guns with my wife. We talk about them in Spanish as the rednecks stare at us and reconsider #2A.
T0664,10997,3,0,3,0,1,I love how people use twitter to just bitch an complain #fuckyou
T0665,10999,3,0,0,3,2,I love jigg jigg&#128514;
T0666,11009,3,0,3,0,1,I love this ho @nerissaloren http://t.co/I5obSnjj
T0667,11010,3,0,3,0,1,I love to eat pussy! #love #investment
T0668,11029,3,0,3,0,1,"I mean if a bitch whilin out, she gone get knocked tf out"
T0669,11040,3,0,3,0,1,"I miss her but I can't bitch I was the one who fucked up, whatever"
T0670,11084,3,0,0,3,2,I nicknamed Lux Coach K because without him we would of never heard of Duke lol Charlie
T0671,11090,3,0,3,0,1,I only wanna see bad bitches on snap chat
T0672,11107,3,0,3,0,1,I realized Tacal is a bitch
T0673,11110,3,0,3,0,1,I really can't stand while people slander shit 90% trash
T0674,11137,6,0,6,0,1,"I remember when it was ""watch out for her, she has cooties!"" Now, it's ""stay away from that hoe, she has herpes."""
T0675,11165,3,0,3,0,1,"I should probs shave my spic stash soon, its kinda getting out of hand"
T0676,11179,3,0,3,0,1,I spent my whole 4th lookin for my hoes.. Missed the fireworks and all before I realized I didn't have any hoes.. #AllBad
T0677,11197,3,1,2,0,1,I swear I worry about me and nothing's but me. I keep no other bitch on my radar.... I'm not gay.... &#127383;
T0678,11268,3,0,1,2,2,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman"
T0679,11320,3,0,3,0,1,I want to paint but faggot won't paint with me...
T0680,11327,3,0,3,0,1,I was at a red light on decatur &amp; lake mead &amp; some bitch that knew me was too happy to see me&#128514;like bitch was finna get in my passenger seat
T0681,11342,3,0,3,0,1,"I was kidding guys I don't have hoes, don't let @Lov3Tadaisha lie to y'all."
T0682,11371,3,0,3,0,1,I wish I had a reason to buy a suit for a wedding but clearly bitches dont know what those are.
T0683,11378,3,0,3,0,1,I wish a bitch COULD
T0684,11388,3,0,3,0,1,I wish people could just be straight up with me. Don't be a fake bitch to me because I'm not a fake bitch to you. Or anyone actually.
T0685,11411,3,0,3,0,1,"I would call you a bitch, but that's frowned upon."
T0686,11419,3,0,3,0,1,I would love to not be hit with the jig for once in my fucking life
T0687,11436,3,0,3,0,1,I'd have to go off on a bitch
T0688,11446,3,0,3,0,1,I'll NEVER let a broke bitch influence me &#128564;
T0689,11503,3,1,0,2,2,"I'm a redneck, but without the homophobia and racism"
T0690,11519,3,0,1,2,2,"I'm an 18 year old gay driving through the back roads of redneck Virginia blasting Cheetah Girls. If that doesn't scream sitcom, what does?"
T0691,11527,3,0,3,0,1,I'm bout to be.back on my old shit I miss my hoes texting me saying they wanna come see me
T0692,11562,3,0,3,0,1,I'm getting tired of you telling what the fuck I'm doing every time I'm doing something lol. -peckerwood guy
T0693,11580,3,0,3,0,1,I'm happy I ain't that bitch I use to be
T0694,11618,3,0,3,0,1,I'm not BROKE &#128080;&#128581;&#128078;&#128164; bitch I'm BLESSED &#128588;&#128591;&#128591;&#128077;&#128077;&#128076;&#9996;&#65039;&#128175;
T0695,11631,3,0,0,3,2,I'm not really a phone kinda guy.. I actually hate talking on the phone &amp; texting kinda trash to me also.
T0696,11638,3,0,3,0,1,"I'm off work, where the naked hoes and alcohol?"
T0697,11656,3,0,3,0,1,I'm ready to bounce out dis bitch -.-
T0698,11666,3,0,3,0,1,I'm serious bruh! She's too pretty I would eat both her pussy &amp; butt &#128557;
T0699,11673,4,1,3,0,1,I'm sick of you hoes for real I got somebody that looks up to me so I ain't bout no pussy shit.
T0700,11676,3,0,3,0,1,I'm so excited to hang out with my bitches @CheralynVB @LaurieMcKinley
T0701,11677,3,0,3,0,1,I'm so faded my nigga I'm about to disappear in this bitch
T0702,11687,3,0,3,0,1,I'm sorry but why should I care about what bitch my nigga was fucking w before me
T0703,11688,3,0,3,0,1,I'm sorry.. I'm sorry.. I can't fuc wit u no mo hoe.. and I'm sorry &#128514;
T0704,11700,3,0,3,0,1,I'm talkin bout superb punching. The ref wAs on some hoe shit against Carlton Haywood. Dude took a full minute of unanswered @Royceda59
T0705,11734,3,0,0,3,2,I've never had a Twinkie.
T0706,11744,3,0,1,2,2,ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet
T0707,11768,3,0,3,0,1,Idk how bitches trust other bitches sooo easily. I still have the same friends.
T0708,11772,3,0,3,0,1,"Idk who tf Roro &amp; Sophie are, but I'm glad they got bitches twerkin for the vine in they whips"
T0709,11781,3,0,2,1,1,If Dj Khaled eats Nicki Minaj's pussy he finna taste everyone in the rap industry
T0710,11789,3,0,1,2,2,"If I ever committ a crime, you can cite LVL as being the sole influence."
T0711,11799,3,0,3,0,1,If I smoke with ya bitch its over
T0712,11802,3,0,0,3,2,If I were a kid today...Michelle Obama's lunch would wind up in the trash can
T0713,11806,3,0,3,0,1,If I'm sharing my nigga with every other bitch why tf do I want him. He ain't no longer special. The heck.
T0714,11808,3,0,3,0,1,If Kubiak was a player they'd pump him with painkillers and tell him to stop being a pussy.
T0715,11812,3,0,3,0,1,If a bitch choosin let her choose lmao that is all !
T0716,11827,3,0,3,0,1,If anxiety was a person I'd kill that bitch so fuckin fast.
T0717,11861,3,0,3,0,1,If she dont appreciate that and say yes. The bitch aint real.
T0718,11883,3,0,3,0,1,If this bitch don't turn Crash in &#128545;&#128074;&#128299;
T0719,11888,3,0,3,0,1,If u a bitch an i hadddd u i wouldnt give a fuck if Chris brown bagged u bitch i had u already lol
T0720,11890,3,1,2,0,1,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;
T0721,11924,3,0,3,0,1,If you don't fuck with @ChrisWebby your either A) slackin B) a turd burgular C) a pussy face. or D) all of the above #WhichIsIt ?
T0722,11943,3,0,3,0,1,"If you hang with hoes, you're a hoe by association. If you try and debate this, you're a hoe. If you get offended by this, you're a hoe.&#128175;"
T0723,11953,3,0,0,3,2,"If you must call me a cracker, please call me a Cheez-It, not a saltine."
T0724,11962,3,2,1,0,0,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard."
T0725,11972,3,0,0,3,2,"If you think that the term #redskins being offensive is a political issue, you are ignorant."
T0726,11976,6,1,5,0,1,If you was a bitch nigga in 2013 you still Gona be a bitch nigga in 2014 &#128175;&#128175;
T0727,12005,3,0,3,0,1,Ill fire that nina like its her first day on the job an the bitch over slept
T0728,12007,3,0,3,0,1,Illist bitch alive
T0729,12031,3,0,0,3,2,Im in mickey ds and he gone ask for a double cheese burger wit no cheese!!! #FOH
T0730,12038,3,1,2,0,1,"Im married to a retard, must be why we're so good together. Nigga hunching me in his sleep."
T0731,12051,3,2,1,0,0,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.
T0732,12064,6,0,6,0,1,Im tired of these bitches actin like they loyal lol
T0733,12086,3,1,2,0,1,Imma knock the pussy out like fight night
T0734,12090,3,0,2,1,1,"In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/nMua12yr2W http://t.co/qi1YqNmemw"
T0735,12109,3,0,3,0,1,"In this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. I have to&#8230; http://t.co/LVODRmiwIh"
T0736,12139,3,0,3,0,1,Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho &#128553;&#128074;&#128522;&#128299;&#128591;&#128079;&#128530;&#9996;&#65039;
T0737,12150,3,0,1,2,2,Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily
T0738,12152,3,0,3,0,1,Is Wayne Brady gonna have to choke a bitch?
T0739,12189,3,0,2,1,1,"It already Soaked, Sinked, &amp; Melted so dropped that's shit bitch IDGAF linc up or get caught &#128175;"
T0740,12197,3,2,0,1,0,"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb"
T0741,12198,3,0,3,0,1,It is fucking retarded how I can't say a single thing in this house without some blowback.
T0742,12203,3,0,2,1,1,It opened up with some clouds parting and with SILK-----&gt;Can we get a room on the southside of the ghetto!
T0743,12209,6,0,5,1,1,It seem like Cory talked to 75% of all indianapolis hoes &#128514;&#128514;&#128514; nbs
T0744,12345,3,0,3,0,1,Jax a hoe!
T0745,12364,3,1,0,2,2,Jihadi John beheader of journalist Foley and Sotloff Was 'Arab Charity Collector' http://t.co/RL7F2qV56F via @BreitbartNews
T0746,12389,3,0,3,0,1,Joes parties got hoes but it's always hot as hell
T0747,12392,3,0,0,3,2,John McCain trashes Jay Carny live on CNN - #Syria #ISIS #Obama http://t.co/ZT690BkTrI
T0748,12421,3,0,0,3,2,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?
T0749,12455,6,0,6,0,1,"Just passed my ex's neighborhood and came across the thought that, in the end, I was the side bitch."
T0750,12461,3,0,3,0,1,"Just said cunt in front of this old lady, I kinda froze, then she yelled ""YEAH YOU TELL THAT CUNT!""
Is it too late in life to get adopted?"
T0751,12475,3,0,3,0,1,Just stop being a hoe God dammit bitch it ain't that hard
T0752,12506,3,0,3,0,1,Karma is a bitch and usually comes around and goes around right? Or do some people just always catch the lucky breaks?
T0753,12530,3,0,3,0,1,Kenny lee gotta be da only light skin nicca dat eat Chitlins &#128514;&#128514;
T0754,12536,3,2,1,0,0,Kick dem fucc niccas out da spot
T0755,12548,3,0,0,3,2,Killing it at home! &#127936; #NBA #pacers #indiana #paulgeorge #hoosiers #basketball #hashtag #winning http://t.co/2qwEPnUx
T0756,12565,3,2,1,0,0,Know why the ultimate warrior died? God LOVES fag #toosoon ? He was an anti-gay crusader so a little light jokes are necessary
T0757,12589,3,0,3,0,1,LMAOO beans RT @ShamarGotHoes: this bitch is so stupid smh http://t.co/otonir2yEX
T0758,12594,3,0,3,0,1,"LMFAO, stupid bitch tells me at the door they already started, and to come back.&#128514;&#128514; UMMMM NAH"
T0759,12602,3,0,1,2,2,"LOL at the Benghazi ""hearings"" that proved nothing other than Republicans only care about taking down PBO. #foxnews #teabaggers"
T0760,12617,3,0,0,3,2,Lakers are a purple and yellow garbage can
T0761,12647,3,0,3,0,1,Leave the bitchen to bitches
T0762,12657,3,1,2,0,1,"Lesbians all be like ""yo-ho and scissor me timbers!"""
T0763,12674,3,0,0,3,2,Let the jig commence http://t.co/pqvJiEvqZa
T0764,12693,3,0,3,0,1,Lets go hoes!! Its sing a long time!! You know the words.... trust an believe meeeeee
T0765,12701,3,0,3,0,1,Life ain't shit but bitches &amp; money
T0766,12714,3,0,3,0,1,Life's a bitch &amp; then you die
T0767,12724,3,0,3,0,1,"Like , hoes ain't gone be satisfied until some more bodies come up missing in Hattiesburg .. Let me be the FIRST to tell you!!!"
T0768,12736,6,0,6,0,1,Like bitch you're a man. That means You don't show fear or pain. You be strong when others can't.
T0769,12778,3,0,0,3,2,Literally in the middle of the ghetto and these people look scary
T0770,12799,3,0,1,2,2,Lmao RT @MoeMartin44 The in soles in Reebok Classics can't even handle the diabetic weight Rick Ross holds
T0771,12813,3,1,0,2,2,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all."
T0772,12855,3,0,3,0,1,Lmaoooooooo! RT @HeauxmerSimpson D'Angelo prolly nice as shit at Madden now. Lmao. Fat bitch.
